Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
Bioinformatics and systems biology of cancers.,/pubmed/21075332,Omenn GS.,Prog Mol Biol Transl Sci. 2010;95:159-91. doi: 10.1016/B978-0-12-385071-3.00007-1. Review.,Prog Mol Biol Transl Sci.  2010,PubMed,citation,PMID:21075332,pubmed,21075332,create date:2010/11/16 | first author:Omenn GS
Guest editorial: Special focus on bioinformatics and systems biology.,/pubmed/21298823,"Wu FX, Huan J.",IEEE/ACM Trans Comput Biol Bioinform. 2011 Mar-Apr;8(2):292-3. No abstract available. ,IEEE/ACM Trans Comput Biol Bioinform.  2011,PubMed,citation,PMID:21298823,pubmed,21298823,create date:2011/02/08 | first author:Wu FX
Machine learning: an indispensable tool in bioinformatics.,/pubmed/19957143,"Inza I, Calvo B, Armañanzas R, Bengoetxea E, Larrañaga P, Lozano JA.",Methods Mol Biol. 2010;593:25-48. doi: 10.1007/978-1-60327-194-3_2.,Methods Mol Biol.  2010,PubMed,citation,PMID:19957143,pubmed,19957143,create date:2009/12/04 | first author:Inza I
Challenges of the next decade for the Asia Pacific region: 2010 International Conference in Bioinformatics (InCoB 2010).,/pubmed/21143792,"Ranganathan S, Schönbach C, Nakai K, Tan TW.",BMC Genomics. 2010 Dec 2;11 Suppl 4:S1. doi: 10.1186/1471-2164-11-S4-S1.,BMC Genomics.  2010,PubMed,citation,PMID:21143792 | PMCID:PMC3005919,pubmed,21143792,create date:2010/12/22 | first author:Ranganathan S
"NETTAB 2012 on ""Integrated Bio-Search"".",/pubmed/24564635,"Romano P, Lisacek F, Masseroli M.",BMC Bioinformatics. 2014;15 Suppl 1:S1. doi: 10.1186/1471-2105-15-S1-S1. Epub 2014 Jan 10.,BMC Bioinformatics.  2014,PubMed,citation,PMID:24564635 | PMCID:PMC4015131,pubmed,24564635,create date:2014/02/26 | first author:Romano P
"NHS should develop bioinformatics to make best use of whole genome sequencing, expert group says.",/pubmed/22027362,Mayor S.,BMJ. 2011 Oct 25;343:d6949. doi: 10.1136/bmj.d6949. No abstract available. ,BMJ.  2011,PubMed,citation,PMID:22027362,pubmed,22027362,create date:2011/10/27 | first author:Mayor S
"2K09 and thereafter : the coming era of integrative bioinformatics, systems biology and intelligent computing for functional genomics and personalized medicine research.",/pubmed/21143775,"Yang JY, Niemierko A, Bajcsy R, Xu D, Athey BD, Zhang A, Ersoy OK, Li GZ, Borodovsky M, Zhang JC, Arabnia HR, Deng Y, Dunker AK, Liu Y, Ghafoor A.",BMC Genomics. 2010 Dec 1;11 Suppl 3:I1. doi: 10.1186/1471-2164-11-S3-I1.,BMC Genomics.  2010,PubMed,citation,PMID:21143775 | PMCID:PMC2999338,pubmed,21143775,create date:2010/12/22 | first author:Yang JY
Dry computational approaches for wet medical problems.,/pubmed/24460894,"Emmert-Streib F, Zhang SD, Hamilton P.",J Transl Med. 2014 Jan 25;12:26. doi: 10.1186/1479-5876-12-26.,J Transl Med.  2014,PubMed,citation,PMID:24460894 | PMCID:PMC3905162,pubmed,24460894,create date:2014/01/28 | first author:Emmert-Streib F
Bioinformatics and data-intensive scientific discovery in the beginning of the 21st century.,/pubmed/21476840,"Barga R, Howe B, Beck D, Bowers S, Dobyns W, Haynes W, Higdon R, Howard C, Roth C, Stewart E, Welch D, Kolker E.",OMICS. 2011 Apr;15(4):199-201. doi: 10.1089/omi.2011.0024.,OMICS.  2011,PubMed,citation,PMID:21476840,pubmed,21476840,create date:2011/04/12 | first author:Barga R
Bioinformatics in the post-sequence era.,/pubmed/12610540,"Kanehisa M, Bork P.",Nat Genet. 2003 Mar;33 Suppl:305-10. Review.,Nat Genet.  2003,PubMed,citation,PMID:12610540,pubmed,12610540,create date:2003/03/01 | first author:Kanehisa M
Promoting synergistic research and education in genomics and bioinformatics.,/pubmed/18366597,"Yang JY, Yang MQ, Zhu MM, Arabnia HR, Deng Y.",BMC Genomics. 2008;9 Suppl 1:I1. doi: 10.1186/1471-2164-9-S1-I1. Review.,BMC Genomics.  2008,PubMed,citation,PMID:18366597 | PMCID:PMC3226105,pubmed,18366597,create date:2008/04/17 | first author:Yang JY
Two interactive Bioinformatics courses at the Bielefeld University Bioinformatics Server.,/pubmed/18199576,"Sczyrba A, Konermann S, Giegerich R.",Brief Bioinform. 2008 May;9(3):243-9. doi: 10.1093/bib/bbm063. Epub 2008 Jan 16. Review.,Brief Bioinform.  2008,PubMed,citation,PMID:18199576,pubmed,18199576,create date:2008/01/18 | first author:Sczyrba A
Early bioinformatics: the birth of a discipline--a personal view.,/pubmed/14630646,"Ouzounis CA, Valencia A.",Bioinformatics. 2003 Nov 22;19(17):2176-90. Review.,Bioinformatics.  2003,PubMed,citation,PMID:14630646,pubmed,14630646,create date:2003/11/25 | first author:Ouzounis CA
Proceedings of the 2011 MidSouth Computational Biology and Bioinformatics Society (MCBIOS) conference. Introduction.,/pubmed/22165918,"Wren JD, Kupfer DM, Perkins EJ, Bridges S, Winters-Hilt S, Dozmorov MG, Braga-Neto U.",BMC Bioinformatics. 2011 Oct 18;12 Suppl 10:S1. doi: 10.1186/1471-2105-12-S10-S1. No abstract available. ,BMC Bioinformatics.  2011,PubMed,citation,PMID:22165918 | PMCID:PMC3236831,pubmed,22165918,create date:2011/12/23 | first author:Wren JD
The Minimal Information about a Proteomics Experiment (MIAPE) from the Proteomics Standards Initiative.,/pubmed/24136562,"Martínez-Bartolomé S, Binz PA, Albar JP.",Methods Mol Biol. 2014;1072:765-80. doi: 10.1007/978-1-62703-631-3_53.,Methods Mol Biol.  2014,PubMed,citation,PMID:24136562,pubmed,24136562,create date:2013/10/19 | first author:Martínez-Bartolomé S
Bioinformatics and its applications in plant biology.,/pubmed/16669765,"Rhee SY, Dickerson J, Xu D.",Annu Rev Plant Biol. 2006;57:335-60. Review.,Annu Rev Plant Biol.  2006,PubMed,citation,PMID:16669765,pubmed,16669765,create date:2006/05/04 | first author:Rhee SY
"If you can't measure it, you can't manage it.",/pubmed/24651311,Peccoud J.,PLoS Comput Biol. 2014 Mar 20;10(3):e1003462. doi: 10.1371/journal.pcbi.1003462. eCollection 2014 Mar. No abstract available. ,PLoS Comput Biol.  2014,PubMed,citation,PMID:24651311 | PMCID:PMC3961170,pubmed,24651311,create date:2014/03/22 | first author:Peccoud J
Bioinformatics for the genomic sciences and towards systems biology. Japanese activities in the post-genome era.,/pubmed/12231221,Yao T.,Prog Biophys Mol Biol. 2002 Jul-Aug;80(1-2):23-42. Review.,Prog Biophys Mol Biol.  2002,PubMed,citation,PMID:12231221,pubmed,12231221,create date:2002/09/17 | first author:Yao T
Editorial: Alignment-free methods in computational biology.,/pubmed/24819825,Vinga S.,Brief Bioinform. 2014 May;15(3):341-2. doi: 10.1093/bib/bbu005. No abstract available. ,Brief Bioinform.  2014,PubMed,citation,PMID:24819825,pubmed,24819825,create date:2014/05/14 | first author:Vinga S
Company strategies for using bioinformatics.,/pubmed/8987465,Bains W.,Trends Biotechnol. 1996 Aug;14(8):312-7. Review.,Trends Biotechnol.  1996,PubMed,citation,PMID:8987465,pubmed,8987465,create date:1996/08/01 | first author:Bains W
Bioinformatics in neurosurgery.,/pubmed/12657167,"Taylor MD, Mainprize TG, Rutka JT.",Neurosurgery. 2003 Apr;52(4):723-30; discussion 730-1.,Neurosurgery.  2003,PubMed,citation,PMID:12657167,pubmed,12657167,create date:2003/03/27 | first author:Taylor MD
Applying instructional design theories to bioinformatics education in microarray analysis and primer design workshops.,/pubmed/16220141,"Shachak A, Ophir R, Rubin E.",Cell Biol Educ. 2005 Fall;4(3):199-206.,Cell Biol Educ.  2005,PubMed,citation,PMID:16220141 | PMCID:PMC1200775,pubmed,16220141,create date:2005/10/13 | first author:Shachak A
"Proceedings of the 2010 MidSouth Computational Biology and Bioinformatics Society (MCBIOS) Conference, April 1-2, 2011, College Station, Texas.",/pubmed/22509517,[No authors listed],BMC Bioinformatics. 2011;12 Suppl 10:S1-22. No abstract available. ,BMC Bioinformatics.  2011,PubMed,citation,PMID:22509517,pubmed,22509517,create date:2011/01/01
Carving a niche: establishing bioinformatics collaborations.,/pubmed/16888668,"Lyon JA, Tennant MR, Messner KR, Osterbur DL.",J Med Libr Assoc. 2006 Jul;94(3):330-5.,J Med Libr Assoc.  2006,PubMed,citation,PMID:16888668 | PMCID:PMC1525329,pubmed,16888668,create date:2006/08/05 | first author:Lyon JA
"Frontiers in glycomics: bioinformatics and biomarkers in disease. An NIH white paper prepared from discussions by the focus groups at a workshop on the NIH campus, Bethesda MD (September 11-13, 2006).",/pubmed/18095367,"Packer NH, von der Lieth CW, Aoki-Kinoshita KF, Lebrilla CB, Paulson JC, Raman R, Rudd P, Sasisekharan R, Taniguchi N, York WS.",Proteomics. 2008 Jan;8(1):8-20.,Proteomics.  2008,PubMed,citation,PMID:18095367,pubmed,18095367,create date:2007/12/21 | first author:Packer NH
Ten simple rules for running interactive workshops.,/pubmed/24586135,"Pavelin K, Pundir S, Cham JA.",PLoS Comput Biol. 2014 Feb 27;10(2):e1003485. doi: 10.1371/journal.pcbi.1003485. eCollection 2014 Feb. No abstract available. ,PLoS Comput Biol.  2014,PubMed,citation,PMID:24586135 | PMCID:PMC3937100,pubmed,24586135,create date:2014/03/04 | first author:Pavelin K
InCoB2012 Conference: from biological data to knowledge to technological breakthroughs.,/pubmed/23281929,"Schönbach C, Tongsima S, Chan J, Brusic V, Tan TW, Ranganathan S.",BMC Bioinformatics. 2012;13 Suppl 17:S1. doi: 10.1186/1471-2105-13-S17-S1. Epub 2012 Dec 13.,BMC Bioinformatics.  2012,PubMed,citation,PMID:23281929 | PMCID:PMC3521245,pubmed,23281929,create date:2013/01/11 | first author:Schönbach C
Biology: The big challenges of big data.,/pubmed/23765498,Marx V.,Nature. 2013 Jun 13;498(7453):255-60. doi: 10.1038/498255a. No abstract available. ,Nature.  2013,PubMed,citation,PMID:23765498,pubmed,23765498,create date:2013/06/15 | first author:Marx V
High-throughput proteomics and bioinformatics: joined at the hip.,/pubmed/20306482,[No authors listed],Proteomics. 2010 Mar;10(6):1103-4. doi: 10.1002/pmic.201090016. No abstract available. ,Proteomics.  2010,PubMed,citation,PMID:20306482,pubmed,20306482,create date:2010/03/23
Proceedings of the Tenth Annual UT-ORNL-KBRIN Bioinformatics Summit 2011.,/pubmed/21999392,"Rouchka EC, Flight RM, Homayouni R.",BMC Bioinformatics. 2011;12 Suppl 7:A1. Epub 2011 Aug 5. No abstract available. ,BMC Bioinformatics.  2011,PubMed,citation,PMID:21999392 | PMCID:PMC3194199,pubmed,21999392,create date:2011/10/18 | first author:Rouchka EC
Bioinformatics.,/pubmed/10429259,Persidis A.,Nat Biotechnol. 1999 Aug;17(8):828-30. No abstract available. ,Nat Biotechnol.  1999,PubMed,citation,PMID:10429259,pubmed,10429259,create date:1999/08/03 | first author:Persidis A
Accelerating in silico research with workflows: a lesson in Simplicity.,/pubmed/24290918,"Walsh P, Carroll J, Sleator RD.",Comput Biol Med. 2013 Dec;43(12):2028-35. doi: 10.1016/j.compbiomed.2013.09.011. Epub 2013 Sep 25.,Comput Biol Med.  2013,PubMed,citation,PMID:24290918,pubmed,24290918,create date:2013/12/03 | first author:Walsh P
Inference of dynamic networks using time-course data.,/pubmed/23698724,"Kim Y, Han S, Choi S, Hwang D.",Brief Bioinform. 2014 Mar;15(2):212-28. doi: 10.1093/bib/bbt028. Epub 2013 May 21. Review.,Brief Bioinform.  2014,PubMed,citation,PMID:23698724,pubmed,23698724,create date:2013/05/24 | first author:Kim Y
"Agents in bioinformatics, computational and systems biology.",/pubmed/16772270,"Merelli E, Armano G, Cannata N, Corradini F, d'Inverno M, Doms A, Lord P, Martin A, Milanesi L, Möller S, Schroeder M, Luck M.",Brief Bioinform. 2007 Jan;8(1):45-59. Epub 2006 May 26.,Brief Bioinform.  2007,PubMed,citation,PMID:16772270,pubmed,16772270,create date:2006/06/15 | first author:Merelli E
Tetrahedral gray code for visualization of genome information.,/pubmed/24475080,"Ichinose N, Yada T, Gotoh O.",PLoS One. 2014 Jan 27;9(1):e86133. doi: 10.1371/journal.pone.0086133. eCollection 2014.,PLoS One.  2014,PubMed,citation,PMID:24475080 | PMCID:PMC3903499,pubmed,24475080,create date:2014/01/30 | first author:Ichinose N
A brief history of genome research and bioinformatics in France.,/pubmed/10812478,Danchin A.,Bioinformatics. 2000 Jan;16(1):65-75.,Bioinformatics.  2000,PubMed,citation,PMID:10812478,pubmed,10812478,create date:2000/05/17 | first author:Danchin A
Computational proteomics pitfalls and challenges: HavanaBioinfo 2012 workshop report.,/pubmed/23376229,"Perez-Riverol Y, Hermjakob H, Kohlbacher O, Martens L, Creasy D, Cox J, Leprevost F, Shan BP, Pérez-Nueno VI, Blazejczyk M, Punta M, Vierlinger K, Valiente PA, Leon K, Chinea G, Guirola O, Bringas R, Cabrera G, Guillen G, Padron G, Gonzalez LJ, Besada V.",J Proteomics. 2013 Jul 11;87:134-8. doi: 10.1016/j.jprot.2013.01.019. Epub 2013 Jan 29.,J Proteomics.  2013,PubMed,citation,PMID:23376229,pubmed,23376229,create date:2013/02/05 | first author:Perez-Riverol Y
Integrating flexibility and interactivity in bioinformatics visual programming tools with Focus+Context algorithm.,/pubmed/20376925,"Shen X, Gu J.",Int J Data Min Bioinform. 2010;4(1):109-22.,Int J Data Min Bioinform.  2010,PubMed,citation,PMID:20376925,pubmed,20376925,create date:2010/04/09 | first author:Shen X
Medical informatics: transition from data acquisition to data analysis by means of bioinformatics tools and resources.,/pubmed/20423018,Mahdavi MA.,Int J Data Min Bioinform. 2010;4(2):158-74. Review.,Int J Data Min Bioinform.  2010,PubMed,citation,PMID:20423018,pubmed,20423018,create date:2010/04/29 | first author:Mahdavi MA
"New developments of alignment-free sequence comparison: measures, statistics and next-generation sequencing.",/pubmed/24064230,"Song K, Ren J, Reinert G, Deng M, Waterman MS, Sun F.",Brief Bioinform. 2014 May;15(3):343-53. doi: 10.1093/bib/bbt067. Epub 2013 Sep 23. Review.,Brief Bioinform.  2014,PubMed,citation,PMID:24064230 | PMCID:PMC4017329,pubmed,24064230,create date:2013/09/26 | first author:Song K
Soft skills: an important asset acquired from organizing regional student group activities.,/pubmed/24992198,"de Ridder J, Meysman P, Oluwagbemi O, Abeel T.",PLoS Comput Biol. 2014 Jul 3;10(7):e1003708. doi: 10.1371/journal.pcbi.1003708. eCollection 2014 Jul.,PLoS Comput Biol.  2014,PubMed,citation,PMID:24992198 | PMCID:PMC4080995,pubmed,24992198,create date:2014/07/06 | first author:de Ridder J
Virus bioinformatics: databases and recent applications.,/pubmed/15130855,"Kellam P, Albà MM.",Appl Bioinformatics. 2002;1(1):37-42. Review.,Appl Bioinformatics.  2002,PubMed,citation,PMID:15130855,pubmed,15130855,create date:2004/05/08 | first author:Kellam P
"Bioinformatics in Malaysia: hope, initiative, effort, reality, and challenges.",/pubmed/19714208,"Zeti AM, Shamsir MS, Tajul-Arifin K, Merican AF, Mohamed R, Nathan S, Mahadi NM, Napis S, Tan TW.",PLoS Comput Biol. 2009 Aug;5(8):e1000457. doi: 10.1371/journal.pcbi.1000457. Epub 2009 Aug 28. Review. No abstract available.  Erratum in: PLoS Comput Biol. 2009 Sep;5(9). doi: 10.1371/annotation/064aa20e-b7de-4bc0-a2ef-6e8ee3d4de65. ,PLoS Comput Biol.  2009,PubMed,citation,PMID:19714208 | PMCID:PMC2723929,pubmed,19714208,create date:2009/08/29 | first author:Zeti AM
Broad issues to consider for library involvement in bioinformatics.,/pubmed/16888662,Geer RC.,"J Med Libr Assoc. 2006 Jul;94(3):286-98, E152-5.",J Med Libr Assoc.  2006,PubMed,citation,PMID:16888662 | PMCID:PMC1525323,pubmed,16888662,create date:2006/08/05 | first author:Geer RC
Proteome informatics I: bioinformatics tools for processing experimental data.,/pubmed/16991191,"Palagi PM, Hernandez P, Walther D, Appel RD.",Proteomics. 2006 Oct;6(20):5435-44. Review.,Proteomics.  2006,PubMed,citation,PMID:16991191,pubmed,16991191,create date:2006/09/23 | first author:Palagi PM
Metabolomics technology and bioinformatics.,/pubmed/16772266,Shulaev V.,Brief Bioinform. 2006 Jun;7(2):128-39. Epub 2006 May 18. Review.,Brief Bioinform.  2006,PubMed,citation,PMID:16772266,pubmed,16772266,create date:2006/06/15 | first author:Shulaev V
"BioWAP, mobile Internet service for bioinformatics.",/pubmed/11590108,"Riikonen P, Boberg J, Salakoski T, Vihinen M.",Bioinformatics. 2001 Sep;17(9):855-6.,Bioinformatics.  2001,PubMed,citation,PMID:11590108,pubmed,11590108,create date:2001/10/09 | first author:Riikonen P
"[Bioinformatics, systems biology and KEGG].",/pubmed/19172790,"Honda W, Tanabe M, Yano A, Kanehisa M.",Seikagaku. 2008 Dec;80(12):1094-111. Review. Japanese.  No abstract available. ,Seikagaku.  2008,PubMed,citation,PMID:19172790,pubmed,19172790,create date:2009/01/29 | first author:Honda W
New bioinformatics tools for viral genome analyses at Viral Bioinformatics--Canada.,/pubmed/16013958,"Esteban DJ, Da Silva M, Upton C.",Pharmacogenomics. 2005 Apr;6(3):271-80.,Pharmacogenomics.  2005,PubMed,citation,PMID:16013958,pubmed,16013958,create date:2005/07/15 | first author:Esteban DJ
Bioinformatics: perspectives for the future.,/pubmed/15688322,Costa Lda F.,Genet Mol Res. 2004 Dec 30;3(4):564-74.,Genet Mol Res.  2004,PubMed,citation,PMID:15688322,pubmed,15688322,create date:2005/02/03 | first author:Costa Lda F
Bayesian methods in bioinformatics and computational systems biology.,/pubmed/17430978,Wilkinson DJ.,Brief Bioinform. 2007 Mar;8(2):109-16. Epub 2007 Apr 12. Review.,Brief Bioinform.  2007,PubMed,citation,PMID:17430978,pubmed,17430978,create date:2007/04/14 | first author:Wilkinson DJ
Evolving research trends in bioinformatics.,/pubmed/17077138,"Perez-Iratxeta C, Andrade-Navarro MA, Wren JD.",Brief Bioinform. 2007 Mar;8(2):88-95. Epub 2006 Oct 31. Review.,Brief Bioinform.  2007,PubMed,citation,PMID:17077138,pubmed,17077138,create date:2006/11/02 | first author:Perez-Iratxeta C
Proceedings of the 2010 MidSouth Computational Biology and Bioinformatics Society (MCBIOS) conference.,/pubmed/20946592,"Wren JD, Kupfer DM, Perkins EJ, Bridges S, Berleant D.",BMC Bioinformatics. 2010 Oct 7;11 Suppl 6:S1. doi: 10.1186/1471-2105-11-S6-S1. No abstract available. ,BMC Bioinformatics.  2010,PubMed,citation,PMID:20946592 | PMCID:PMC3026356,pubmed,20946592,create date:2010/10/22 | first author:Wren JD
The European Bioinformatics Institute's data resources.,/pubmed/19934258,"Brooksbank C, Cameron G, Thornton J.",Nucleic Acids Res. 2010 Jan;38(Database issue):D17-25. doi: 10.1093/nar/gkp986. Epub 2009 Nov 24.,Nucleic Acids Res.  2010,PubMed,citation,PMID:19934258 | PMCID:PMC2808956,pubmed,19934258,create date:2009/11/26 | first author:Brooksbank C
"Application of bioinformatics for DNA microarray data to bioscience, bioengineering and medical fields.",/pubmed/16781465,"Hanai T, Hamada H, Okamoto M.",J Biosci Bioeng. 2006 May;101(5):377-84. Review.,J Biosci Bioeng.  2006,PubMed,citation,PMID:16781465,pubmed,16781465,create date:2006/06/20 | first author:Hanai T
